train_loss,val_loss,train_acc,val_acc,train_dice,val_dice
0.4107660800889201,0.3432171574108886,0.8121062106210621,0.855985598559856,0.8083204772323438,0.848944251013247
0.34370520676072924,0.38373483682569354,0.8343834383438344,0.7920792079207921,0.8334995041589173,0.7957021756344989
0.32956862567674994,0.3545135916030482,0.8460846084608461,0.8262826282628263,0.8431726635401626,0.8290705359288633
0.29967362509451934,0.3485692513085613,0.8521602160216022,0.8703870387038704,0.8510974765807175,0.8486235705687246
0.31217466647511233,0.32239237195677206,0.8604860486048604,0.8505850585058505,0.8571384553748216,0.847317063170121
0.2863230887267313,0.33869458460035246,0.8593609360936093,0.8415841584158416,0.8568094248077597,0.8404723283725481
0.28435840301423543,0.3434972291482021,0.8584608460846085,0.8460846084608461,0.8567307359291845,0.8437140126963383
0.2735656827124897,0.32783223066267725,0.8676867686768677,0.864986498649865,0.8654860868927317,0.8616401390612426
0.2693842531833211,0.3935803118104016,0.8571107110711071,0.8748874887488749,0.8554976403574038,0.8689163768458277
0.2917962239386261,0.357475051557449,0.8616111611161116,0.8478847884788479,0.8607575603210433,0.8470751125899222
0.3916190577105935,0.3662416397935093,0.8566606660666066,0.8703870387038704,0.85491579503453,0.8581019466682649
0.30880030300250255,0.33665825579479725,0.858010801080108,0.873087308730873,0.8569594146803826,0.8636943524052452
0.27574906398271465,0.33517551424801617,0.8699369936993699,0.8631863186318632,0.8685744952170502,0.8578784647633309
0.26486339363077543,0.35077111891107876,0.8782628262826283,0.8613861386138614,0.8765060397449551,0.8588254748945551
0.2594607346611555,0.3546664516578163,0.871962196219622,0.8325832583258326,0.8703800807069956,0.8369054351528783
0.2665254888665451,0.3432242964888134,0.8737623762376238,0.8622862286228623,0.8724370917819924,0.8593530539641471
0.23887126672171344,0.3773210875951525,0.8861386138613861,0.8478847884788479,0.8844984666877522,0.8490087668935284
0.23811059798559125,0.4223157107078954,0.8834383438343835,0.8325832583258326,0.8809651443232708,0.833123643630534
0.24900742244012286,0.34403980169931475,0.8800630063006301,0.8784878487848785,0.8784041220259858,0.8731653676958058
0.2568356993496686,0.3461489838243711,0.8820882088208821,0.8613861386138614,0.8786536448208634,0.8602924171518747
0.24451876059509847,0.34587587366546196,0.8863636363636364,0.8586858685868587,0.8840776499082583,0.8564216547828374
0.2596553137021275,0.3621134774895212,0.8737623762376238,0.8343834383438344,0.8719936757953537,0.8352823064013426
0.2767640035180333,0.32907124948759103,0.8751125112511251,0.8802880288028803,0.8723264098147098,0.8700997515832821
0.22936736759465626,0.37095791970578323,0.8852385238523852,0.8595859585958596,0.8829652961008887,0.8563178077589269
0.22466468499867795,0.39474161912148115,0.891989198919892,0.828082808280828,0.8893197490182041,0.8300810039583872
0.22907552717238477,0.38520489055009494,0.8825382538253825,0.8685868586858686,0.8798275725138176,0.860249389254942
0.22634742905919772,0.3853834339431768,0.8877137713771377,0.8622862286228623,0.8850682481203558,0.8607310567408912
0.2130194049660522,0.4324455457587804,0.8928892889288929,0.8262826282628263,0.8912082532361663,0.8264443254662553
0.20313962765581214,0.40266253255327794,0.9032403240324033,0.873987398739874,0.9006630543756491,0.8695640943247485
0.21563067510522882,0.40428077457028394,0.8879387938793879,0.873087308730873,0.8869679744311522,0.8655758573766548
0.2008201019598706,0.3916241909527328,0.8991899189918992,0.8694869486948695,0.896772079021834,0.8636645183761638
0.20188111053405852,0.3988998614647279,0.9003150315031503,0.8523852385238524,0.8967260333442584,0.8515707066026776
0.2031098924087684,0.4039485054601966,0.8946894689468947,0.8667866786678667,0.8924991788837062,0.863447325709962
0.19809014829668667,0.38252341843853116,0.8960396039603961,0.8667866786678667,0.8944027278395112,0.8594128643415524
0.20021731227394915,0.4252170862028129,0.9014401440144014,0.8604860486048604,0.899097364548824,0.8585707914807872
