experiment_folder,best_model_name,best_fold,best_model_path,meta_best_epoch,val_accuracy,val_macro_dice,dice_per_class,confusion_matrix
/content/drive/MyDrive/Colab Notebooks/fundus_project/outputs/fundus_training_runs/exp_20251104_152240,FCNN_deep,2,/content/drive/MyDrive/Colab Notebooks/fundus_project/outputs/fundus_training_runs/exp_20251104_152240/fold2_FCNN_deep/FCNN_deep_fold2_best.pth,28,0.8955895589558955,0.8850636229418971,"[0.7112462006079028, 0.9641434262948207, 0.8648648648648649, 1.0]","[[117, 2, 50, 0], [4, 363, 12, 0], [39, 9, 352, 0], [0, 0, 0, 163]]"
