train_loss,val_loss,train_acc,val_acc,train_dice,val_dice
0.4365769026785901,0.35242947697317567,0.8118811881188119,0.8037803780378038,0.8057706871670324,0.8111091667855874
0.34812499616298453,0.32179819877677734,0.8357335733573358,0.8316831683168316,0.8329272065815299,0.832739970658077
0.33808329771168055,0.33218083158470724,0.8472097209720972,0.8334833483348335,0.8447344362943987,0.8302480839536704
0.3271535503553121,0.3266299912030369,0.8521602160216022,0.8316831683168316,0.8484385333924156,0.8298913761275953
0.32566930486424134,0.33311716998943225,0.8492349234923492,0.8388838883888389,0.8477446367358128,0.840474999409223
0.30321041776938656,0.323057283242472,0.8591359135913591,0.8316831683168316,0.8553282893776348,0.8329949480538874
0.2960498822797643,0.3122122249793191,0.8631863186318632,0.8541854185418541,0.8611359610301403,0.8473002716905794
0.2908161681960232,0.32063194611767837,0.8643114311431143,0.8586858685868587,0.8629452850218366,0.8463069973939539
0.28535097794528486,0.38046379925215384,0.8663366336633663,0.7911791179117912,0.8638656390058296,0.8020544525222629
0.2728164237324554,0.31182186604619133,0.8710621062106211,0.8613861386138614,0.8686756680901317,0.8528078026464323
0.28142384115797675,0.3097393614659966,0.8652115211521152,0.8604860486048604,0.8622586214865378,0.8541558485008742
0.28658453371747994,0.3082163744445967,0.8613861386138614,0.8442844284428442,0.858397263943811,0.8432071099850873
0.317469891452446,0.3242282574236876,0.8701620162016201,0.8424842484248425,0.867035581456796,0.8425110783480767
0.2765771788482082,0.30949835035309503,0.8706120612061206,0.8532853285328533,0.8677292530000362,0.8500473096215231
0.2709784704645296,0.3345190011414185,0.8652115211521152,0.8487848784878488,0.8623891551339953,0.8490677886218194
0.2641562030296085,0.3171882441621123,0.8746624662466247,0.8478847884788479,0.8724845015306698,0.8474547743858567
0.2566586108651921,0.3274951484641119,0.8735373537353736,0.8505850585058505,0.8718151992549247,0.8487122686083798
0.24191456507391806,0.33867492147869727,0.8818631863186318,0.8397839783978398,0.879261452579578,0.839498898836162
0.26409995223250504,0.3108527451539018,0.8751125112511251,0.8541854185418541,0.873375257045243,0.849064153036514
0.2357972536561298,0.3322658266815165,0.8901890189018902,0.8523852385238524,0.8867480232619513,0.8498728003371967
0.23448366170847984,0.3239986528344888,0.8868136813681368,0.8712871287128713,0.8846020342934954,0.8617757913474487
0.23000258491663758,0.3415830094840052,0.8946894689468947,0.8181818181818182,0.8909657179205669,0.8220993716543018
0.2310859103872366,0.40256787972016767,0.8908640864086409,0.7983798379837984,0.8872234971150377,0.805366651226739
0.22713955970603425,0.37177780863403953,0.8859135913591359,0.8334833483348335,0.8847059411794066,0.8361649057599027
0.22953003310974818,0.3483351335720797,0.8856885688568857,0.8613861386138614,0.8826721191726165,0.8547067045450966
0.22206380822495445,0.3471537792634363,0.8847884788478848,0.8595859585958596,0.8828329765136781,0.8569037555983602
0.21247845265803092,0.3668507641494864,0.8976147614761476,0.8370837083708371,0.8952828979934148,0.8391488991435023
0.21355919368249893,0.3109115770306274,0.8960396039603961,0.8631863186318632,0.8936676803338913,0.8552520656516498
0.21584632080702176,0.32775448176852223,0.9003150315031503,0.8685868586858686,0.8969694806750228,0.8607992496938058
0.20495288119618685,0.35932045024220305,0.898064806480648,0.8667866786678667,0.8954668621692725,0.8561954490687228
0.20191571945332923,0.3360441941382325,0.8996399639963997,0.8658865886588659,0.8981030608269019,0.859040802324596
0.20078783983265786,0.3662866688627686,0.9034653465346535,0.8703870387038704,0.9011246495783374,0.8626449968622822
0.19684460873168186,0.35830177781176287,0.9023402340234024,0.8586858685868587,0.8996349036197135,0.8537924660820274
